donor_id	cell_type	n_cells	AGTR1_mean	frac_AGTR1_pos	age	sex	disease	ethnicity
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	Secretory	151	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	T cell lineage	904	0	0	51	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Adventitial fibroblasts	32	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Alveolar macrophages	55	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	B cell	152	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Basal	2998	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	DC1	27	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	DC2	884	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	EC arterial	51	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	EC venous	481	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Innate lymphoid cell NK	201	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Interstitial Mph perivascular	21	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Ionocyte	30	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Mast cells	192	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Monocytes	475	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Multiciliated	1787	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Peribronchial fibroblasts	123	0.0100739099145905	0.00813008130081301	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Plasma cells	97	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Plasmacytoid DCs	58	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	SMG duct	59	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	SMG mucous	21	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	SMG serous	36	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Secretory	4122	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	Smooth muscle	98	0.00796919027153327	0.0102040816326531	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	T cell lineage	4128	0	0	50	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Adventitial fibroblasts	23	0.0506148545638375	0.0434782608695652	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	B cell	502	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Basal	2691	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	DC2	149	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	EC arterial	72	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	EC capillary	29	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	EC venous	1084	0.000854321126568361	0.000922509225092251	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Innate lymphoid cell NK	100	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Interstitial Mph perivascular	27	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Ionocyte	26	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Mast cells	93	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Monocytes	212	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Multiciliated	1985	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Peribronchial fibroblasts	356	0.0206175399630257	0.0140449438202247	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Plasma cells	97	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	SMG duct	41	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	SMG serous	36	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Secretory	2253	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	Smooth muscle	185	0.0602952847609649	0.0378378378378378	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	T cell lineage	2761	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Basal	228	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	DC2	62	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	EC venous	206	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Innate lymphoid cell NK	35	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Monocytes	48	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Multiciliated	864	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Peribronchial fibroblasts	42	0.0356863439083099	0.0476190476190476	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Secretory	83	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	Smooth muscle	37	0.0559043755402436	0.0810810810810811	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	T cell lineage	408	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	AT1	625	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	AT2	4110	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Adventitial fibroblasts	2476	0.0863993771416353	0.191033925686591	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Alveolar fibroblasts	1332	0.0813130495046173	0.114864864864865	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Alveolar macrophages	3893	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	B cell	1114	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Basal	2181	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	DC1	26	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	DC2	315	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Interstitial Mph perivascular	146	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Ionocyte	63	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Lymphatic EC	398	0.00243042357003869	0.00251256281407035	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Monocyte-derived Mph	1932	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Monocytes	2943	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Multiciliated	2452	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Myofibroblasts	153	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Peribronchial fibroblasts	61	0.0232566402095263	0.0819672131147541	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Pericytes	831	0.50900645423165	0.38748495788207	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Plasma cells	48	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	SMG duct	152	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	SMG serous	58	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Secretory	1125	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Smooth muscle	536	0.0515871341548749	0.0708955223880597	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	T cell lineage	534	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	Transitional Club-AT2 cells	446	0	0	52	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	AT1	505	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	AT2	3865	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Adventitial fibroblasts	3316	0.0940856458158631	0.1562123039807	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Alveolar fibroblasts	229	0.0968756431054861	0.091703056768559	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Alveolar macrophages	18490	9.42944698619997e-05	0.000324499729583559	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	DC2	370	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	EC arterial	697	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	EC capillary	1544	0.00114700051478154	0.000647668393782383	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	EC venous	1459	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Interstitial Mph perivascular	2113	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Lymphatic EC	424	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Mast cells	66	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Monocyte-derived Mph	2241	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Monocytes	741	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Multiciliated	310	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Peribronchial fibroblasts	24	0.023629608253638	0.0416666666666667	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Pericytes	93	0.499925150025275	0.311827956989247	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Plasma cells	28	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Smooth muscle	62	0.0278497261385764	0.032258064516129	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	T cell lineage	39	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	Transitional Club-AT2 cells	129	0	0	25	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	Basal	2957	0	0	55	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	Multiciliated	140	0	0	55	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	SMG duct	34	0	0	55	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	Secretory	111	0	0	55	male	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	Basal	1342	0	0	57	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	Multiciliated	185	0	0	57	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	SMG duct	33	0	0	57	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	Secretory	215	0	0	57	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121	Basal	1223	0	0	23	female	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121	Multiciliated	77	0	0	23	female	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121	Secretory	107	0	0	23	female	normal	unknown
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126	Basal	1454	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126	Multiciliated	192	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126	Secretory	97	0	0	35	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137	Basal	911	0.000528569949707006	0.0021953896816685	27	female	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137	Multiciliated	282	0	0	27	female	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137	Secretory	118	0	0	27	female	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	Basal	2690	0	0	38	male	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	Multiciliated	251	0	0	38	male	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	SMG duct	62	0	0	38	male	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	Secretory	393	0	0	38	male	normal	American
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T154	Basal	1413	8.56115317310919e-05	0.000707714083510262	61	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T154	Secretory	210	0	0	61	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	Basal	2913	8.29285453817012e-05	0.000686577411603158	66	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	Multiciliated	79	0	0	66	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	SMG duct	38	0	0	66	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	Secretory	193	0	0	66	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	Basal	1983	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	Multiciliated	51	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	SMG duct	33	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	Secretory	33	0	0	64	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	Basal	2079	0	0	68	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	Multiciliated	299	0	0	68	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	SMG duct	23	0	0	68	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	Secretory	190	0	0	68	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	Basal	2220	0	0	66	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	Multiciliated	163	0	0	66	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	SMG duct	65	0	0	66	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	Secretory	383	0	0	66	female	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	Basal	3053	9.18375598458903e-05	0.000327546675401245	59	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	Multiciliated	108	0	0	59	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	SMG duct	63	0	0	59	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	Secretory	316	0	0	59	male	normal	African
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90	Basal	1873	0	0	44	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90	Multiciliated	90	0	0	44	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90	SMG duct	33	0	0	44	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90	Secretory	211	0	0	44	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	AT2	1469	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	Alveolar macrophages	40	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	DC2	60	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	EC arterial	39	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	EC venous	24	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	Innate lymphoid cell NK	34	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	Interstitial Mph perivascular	52	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	Monocyte-derived Mph	179	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001	Monocytes	547	0	0	36	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	AT1	73	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	AT2	42	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Alveolar macrophages	622	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	DC2	165	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	EC arterial	372	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	EC capillary	24	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	EC venous	283	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Innate lymphoid cell NK	74	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Interstitial Mph perivascular	32	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Lymphatic EC	162	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Mast cells	320	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Mesothelium	27	0.0322088621280812	0.037037037037037	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Monocyte-derived Mph	159	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Monocytes	1437	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Multiciliated	162	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Plasma cells	148	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	Smooth muscle	24	0.0555940866470337	0.0416666666666667	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005	T cell lineage	321	0	0	59	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	AT2	24	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Alveolar macrophages	83	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	DC2	37	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Interstitial Mph perivascular	26	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Monocyte-derived Mph	866	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Monocytes	90	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Multiciliated	22	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	Plasma cells	31	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006	T cell lineage	36	0	0	35	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	AT1	80	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	AT2	493	0.00492373538065634	0.00202839756592292	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Adventitial fibroblasts	32	0.0678411722183228	0.125	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Alveolar macrophages	147	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	DC2	74	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	EC arterial	44	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	EC capillary	40	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	EC venous	58	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Interstitial Mph perivascular	88	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Mast cells	40	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Monocyte-derived Mph	2530	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Monocytes	419	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007	Multiciliated	46	0	0	57	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	AT2	178	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	Alveolar fibroblasts	21	0.206288686820439	0.142857142857143	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	Alveolar macrophages	59	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	DC2	142	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	EC arterial	222	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	EC capillary	50	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	EC venous	71	0	0	53	male	normal	European
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008	Innate lymphoid cell NK	21	0	0	53	male	normal	European
