cluster_0	cluster_1	cluster_2
URM1	0.524997874670297	0.453567415150066	0.523696233293851
CERCAM	0.505826014132106	0.488312301252965	0.505999912276585
DOLPP1	0.476315063949627	0.493946541042201	0.530761059311976
CCDC103	0	0	0
ENDOG	0.52601192002716	0.476790981557835	0.498007887801939
PRRX2	0.588277116945827	0.685054574111353	0.287110019085702
UGT1A6	0	0	0
C15orf39	0.472283777056489	0.526810276532663	0.50190089858995
ISLR2	0	0	0
SP2	0.510093990799163	0.490570548292186	0.499462776337763
PRR15L	0	0	0
COQ7	0.499084737586425	0.503668478301977	0.497261302188768
GPRC5B	0.886599181149667	0.520360667979085	0.231213169147952
CRK	0.502865017878748	0.497638326094341	0.499506004658984
FBXO22	0.454959378605333	0.566874985137006	0.482617982756751
TBC1D2B	0.468354942506393	0.561479046142141	0.473736616354559
NOD2	1094136264.96447	0	0
SNX20	0	0	2088922969.27584
LOXHD1	0	0	0
KATNAL2	0.151323122623196	1.4160138052208	0.393671535699186
HDHD2	0.499584609025262	0.548166639259333	0.455130968279355
ZNF91	0.47023977387633	0.574103243989076	0.460799827321924
IGF2	0.513850156840972	0.490492530476846	0.495856151950111
RNF214	0.488770735412053	0.536864637186842	0.475732653226697
CDK12	0.460636720379133	0.563628026023964	0.479664728310635
DPEP2	0.573527489315756	0.584673170428264	0.363437569463496
DUS2	0.545948985852064	0.433885278022345	0.524989401971064
POP5	0.485817785199848	0.493774250978477	0.520855266650669
ENGASE	0.456935256178036	0.542803548053651	0.502726611675902
RBFOX3	1.03832732568727	0.963087432873679	0
ATP5MG	0.524760451514393	0.457909342959703	0.51918986865657
CD3D	0.315298489354106	0.433933871548493	0.843881936760305
TBC1D16	0.489447686072258	0.510203222946557	0.500492947884848
TEPSIN	0.493507597341627	0.597854358383015	0.419252996977554
MYO5B	1094136264.96447	0	0
ART5	648397474.583773	0	0
ACAA2	0.535158901254782	0.473864631994012	0.492285023874284
STIM1	0.511924847203347	0.519666558443916	0.469394625779483
RRM1	0.515869072170918	0.453816483593499	0.532642931487354
OR51E2	0	0	0
TRIM68	0.621008929163188	0.519064733712911	0.379690075709378
MMP26	0	0	0
OR51I1	648397474.583773	0	0
OR51Q1	0	0	0
FN3K	0.501508538903731	0.517076166617531	0.481831773151322
PRRT2	0.466927134614021	0.537950105474635	0.496811649569262
ZNF23	0.423191898767241	0.80605186175279	0.344700334797094
IRGQ	0.440624879257404	0.547373071965053	0.516069854009881
ZNF226	0.46079285290064	0.530057294746662	0.510870836476894
ZNF180	0.509944717477327	0.501937466902362	0.48827813499126
PPP2R3B	0.421047872979048	0.540897421692917	0.544827478579128
ZNF668	0.494152822242548	0.435935056929596	0.576506042643435
ZNF646	0.474057970989913	0.598421064985522	0.436816190688149
VKORC1	0.520961970578906	0.465485065323969	0.51479934177513
GNG8	0.469432379887859	2.13023225618274	0
LPO	0	0	0
CA4	0.628902472258478	0.353666566443437	0.54474664477082
SMG8	0.599604213569121	0.768097179230043	0.235688280687061
TPM4	0.514426961539108	0.490947529704342	0.494835749232473
RAB8A	0.510033760048587	0.493990973930971	0.496076396606232
GPX4	0.522426173096836	0.45540419930426	0.524252338913947
MIDN	0.518592610294299	0.520110307299696	0.462739887164639
JSRP1	648397474.583773	0	0
NIBAN3	0.465301532679744	0	2.14914400126938
KLHL26	0.508412846813992	0.391266413008348	0.617385143508667
GATAD2A	0.498516229068769	0.535996331026826	0.467071567895286
MVD	0.504691806314306	0.489119965341113	0.506308773807676
CDT1	0.792142182715312	1.26239962999349	0
TRAPPC2L	0.522813541359002	0.451628278131096	0.52802584335259
ANKRD11	0.466671957601175	0.560360177889365	0.476436215149303
SPATA33	0.505214546221875	0.441609398511401	0.557696193555457
RSKR	0.450145202490472	0.483086277791527	0.571970442229626
PROCA1	0.340064952823782	0.372233207076976	0.904658837734084
RPL13	0.514224793728921	0.470889984329938	0.515758798747133
ZNF641	0.492418607991169	0.551866151476846	0.458658896917788
CACNB3	0.493941031966108	0.536031976179216	0.47145071409988
DHRS13	1.11742270943123	0	0.89491648130875
TP53I13	0.513084050319205	0.486018634756464	0.501142871443504
KMT2D	0.427520468399125	0.633527651702633	0.454942081582197
CORO6	0.424268824009629	0.595575977744096	0.489974491416229
RHEBL1	1.0239711698614	0	0.976589994412768
TUBA1A	0.517763698656001	0.481419659623927	0.501258640112359
TUBA1C	0.591057095320291	0.420473047892567	0.498135840633638
ZNF610	0.581558854171358	0.606778908388075	0.341652882855185
ZNF528	0.407127194917512	0.593905904047137	0.510705043973252
ZNF701	0.488241870377647	0.561340858696043	0.454352795479783
SERTAD3	0.542536480620906	0.45605765070414	0.503915168767537
NCKAP5L	0.50899993820827	0.519245131227879	0.472563584569742
RAB4B	0.496296856388811	0.484844704075057	0.519266619196192
AQP2	0	0	0
GPD1	0.419018277815887	0.461225613262585	0.636847595534774
PROSER3	0.493761918246244	0.505447285021829	0.500837024570454
CYP2S1	0.41566447447933	0.608066612331459	0.488642080819493
AXL	0.507212355501861	0.495977240891955	0.496862310850244
NFKBID	0.539972040342249	0.422695998286649	0.543813319718395
TMC4	0.854473189708222	0.273291424237588	0.480610358372016
ANKRD33	0	0	0
LAIR1	0.553779844182971	0.372033336740502	0.593465734143164
TTYH1	0.389542147846235	0.717644478726886	0.432365488425754
LENG8	0.450071060512645	0.560656932466039	0.493378036042234
CDC42EP5	0.528937549196523	0.460801548211631	0.511954950865626
LAIR2	648397474.583773	0	0
TMEM145	0.61597205566829	0.445178421815798	0.450912716950136
ZNF526	0.468094263100345	0.531951113528638	0.501315563542092
TRAPPC9	0.464672557490106	0.563199668901794	0.475927623335132
KIR3DL1	0	0	0
NLRP7	0	0	0
ZNF146	0.482627104067509	0.517395167988738	0.500380809226144
ZNF283	0.45399595873339	0.60430137096401	0.451555993671144
PPP1R14A	0.509649026813004	0.488474928773353	0.50202969666321
SPINT2	0.503920246307218	0.477162731899795	0.519531356885922
C19orf33	0.616912275449581	0.587053135849667	0.33078066177406
YIF1B	0.526382290935605	0.480111731500216	0.494251329123341
DNAAF3	0.672972696815906	1.48594438340895	0
PSCA	0	0	0
ATCAY	0.465301532679744	0	2.14914400126938
LY6D	0	0	0
DAPK3	0.510239586848076	0.515830884936567	0.474601741402721
EEF2	0.512022259113318	0.468279267689931	0.520762831729373
TMIGD2	1709160308.09301	0	0
CHAF1A	0.511303677848325	0.521136571845413	0.468608966079231
UBXN6	0.503446348013534	0.509095553904453	0.487623781726583
HDGFL2	0.498040864983358	0.541528407754035	0.462512922110846
PLIN4	0	0	0
SEMA6B	0.890077990503098	0.357534141307085	0.361856826618335
ZNF444	0.514596604850697	0.507051604931962	0.478828554838924
NXN	0.468301198286355	0.460561544122724	0.576609033200043
TLCD3A	0.555968867452572	0.587550063355328	0.37473631449608
GLOD4	0.524688819720425	0.455552066967318	0.52182931271994
MFSD3	0.383481684622593	0.473273988504908	0.671051566911485
GPT	0	0	0
KIFC2	0.439120451961721	0.634039381643538	0.442687555070925
SLC43A2	0.541595717492404	0.451892543309244	0.509285215573423
RILP	0.55728445581093	0.40013434281329	0.553665035563102
SERPINF2	0	0.993562244841596	1.00647946759941
WDR81	0.441739580582762	0.608452872179363	0.460540549101778
SRR	0.526013498598131	0.474508758793146	0.500361965569705
TSR1	0.566116758036478	0.488787807157995	0.449715297128772
TRPV3	0.315561978430642	0.833628099999538	0.439881251788576
HSD11B1L	0.548335400934009	0.43951632933272	0.516375346867342
CYB5D2	0.500563606967317	0.444378674871455	0.559467530455386
GGT6	648397474.583773	0	0
C19orf48	0.493935377626228	0.482555290449753	0.524120958660239
KLK1	0	0	0
KLK4	0	0	0
KLK2	0	0	0
KLK5	0	0	0
KLK6	0	0	0
KLK11	0.465301532679744	0	2.14914400126938
KLK13	0	0	0
ZNF83	0.468174053762552	0.539774513983561	0.493794539898415
KRT80	0	0	0
KRT1	0	0	0
ACER1	0	0	0
OTUB1	0.5040829109434	0.467302913793099	0.529939772673005
RCOR2	0.3943207440052	0.555240928426353	0.562945169487045
ANGPTL4	0.56155443935678	0.50367859369237	0.439725748933165
CTD-2550O8.5	0	0	0
CD320	0.535270263499029	0.475764908813697	0.490237052499373
SPRYD3	0.483084673977497	0.51576423666351	0.501509485588702
IGFBP6	0.511859567304219	0.522992956609084	0.466359404612666
SOAT2	0	0	0
ZNF558	0.507555842085907	0.607911985244168	0.39909046230449
NDUFV1	0.494266068621155	0.488287490543027	0.517768637321944
CDK2AP2	0.523997983625866	0.471942276827629	0.50498899548553
NUDT8	0.51035678939052	0.454976046569553	0.537023241830647
TBX10	0	0	0
CTD-2369P2.10	0.433423723389571	0.60384436438572	0.473041105751496
PRDX2	0.520868116457778	0.454471144762524	0.526844211027863
ZNF232	0.600026522760876	0.413162087830582	0.498402439148063
MIS12	0.502566694340752	0.529729791081033	0.468942335828301
CD300C	0.516869335480245	0.488470839488816	0.494953765315091
CD300A	0.818201691691541	0	1.22219253405455
TEKT1	0.315561978430642	0.833628099999538	0.439881251788576
HID1	0.452764077839236	0.8673557932484	0.288426677429072
MRPL58	0.501291528266589	0.478261033524418	0.521059820966065
ATP5PD	0.526580342503763	0.454126061826175	0.52150763536194
TMEM88	0.789847348873926	0.501865689819715	0.289566088683851
EVPL	648397474.583773	0	0
SRP68	0.511656228636115	0.461612550205606	0.528355373508609
MGAT5B	0	0	0
TMC8	0.842218546650416	1.18734027303939	0
TK1	1434176347.03379	0	0
TMEM68	0.501896203959702	0.487084514258855	0.511217107761389
CYP7A1	648397474.583773	0	0
RP11-25K19.1	0	1381237217.31602	0
GSDMA	0	0	0
KRT24	0	0	0
TMEM99	0.486858325825192	0.458714759791777	0.557860542152607
GHDC	0.480590031255245	0.515179131306251	0.504651740980502
FAM234A	0.495454098577582	0.494345722553458	0.510305714015268
SOST	648397474.583773	0	0
ZNF598	0.449674577336072	0.585207675722899	0.471978296444727
RAB26	0	0	0
MLST8	0.526283422592665	0.508024941355557	0.466932366836286
E4F1	0.494965235739124	0.504579653384112	0.500486163999219
DNASE1L2	0.465301532679744	0	2.14914400126938
ECI1	0.518432477307168	0.53252982537618	0.451567892651636
CASKIN1	1094136264.96447	0	0
ABCA3	0.435492838581983	0.509148061260028	0.560671987358046
KCTD5	0.502018577448294	0.483540120489921	0.514770667212333
SRRM2	0.479050987728464	0.548281250351886	0.474897317873414
ZNF597	0.586722096641016	0.7159218899148	0.270659645238032
NLRC3	0.792142182715312	1.26239962999349	0
SDHAF2	0.523269828044857	0.46352492841648	0.514610720607797
DDB1	0.478964844627433	0.520041658553268	0.501558543198976
VPS37C	0.541539182571173	0.522643875028568	0.439790852067007
VWCE	0.455872044876248	0.404992521439953	0.662845201173323
RAB3IL1	0.809428676075596	0.499917303541843	0.281006862305919
BEST1	0.492311757689938	0.491524608563395	0.516429403534034
FTH1	0.515921822418229	0.469708097483327	0.515316464409995
BSCL2	0.639537982053798	0.509012182584421	0.374784173781759
POLR2G	0.508760117821988	0.47567234440195	0.516192390465428
SLC3A2	0.519354362511053	0.490555901583104	0.490457218104945
PLAAT5	648397474.583773	0	0
SPINDOC	0.474847228296597	0.467561738426353	0.561130758489692
ATG16L2	0.511162458313124	0.45829692950987	0.532505099807926
C2CD3	0.404271065641143	0.577513186372089	0.529104242733862
TRANK1	0.382353151236327	0.617104371890515	0.51927985948146
TTC21A	0.457157675191756	0.467539325299355	0.581478422775199
RPSA	0.525785418179077	0.462121540268602	0.513632895487123
ENTPD3	0	0	0
CTNNB1	0.483725529340073	0.510898610840522	0.50565421743724
ULK4	0.399519418189481	0.574673613108532	0.537475732295559
FADD	0.530337896828691	0.438916128074529	0.534726243736752
LTBP3	0.461736455871613	0.557631330705805	0.483939961466726
NAALADL1	0.479707445479524	0.464581581207962	0.559084951605322
SAC3D1	0.492569140975318	0.466875662438642	0.54251182183476
BATF2	0.599436758841659	0.407984061613655	0.504789910275148
SLC22A11	0	0	0
SF1	0.483947559065611	0.512821119136075	0.503521875595695
MAP4K2	0.458336677907902	0.545663475050076	0.49854058480551
MAJIN	0	0	0
CCDC88B	0.677570096917866	0.462819973606403	0.38833239293398
SCARA3	0.657894485570929	0.429570112078579	0.434073520803624
PBK	0.233678914387567	0.676448030107253	0.686576530231727
SCARA5	0.461849134581666	0.512881303526813	0.526846944265391
PNOC	648397474.583773	0	0
COPS6	0.50891617927384	0.470288723078544	0.521759314115152
PAFAH1B2	0.475214588041561	0.535818092300146	0.490282452698203
ANKS3	0.47067071380152	0.524835236559964	0.505503572040077
NUDT16L1	0.506172496826971	0.50052469170594	0.493357833609991
KIAA1586	0.472591146014348	0.543998754394793	0.485319172107747
RAB4A	0.552477028163636	0.439537592707577	0.512400384669493
KCNJ4	0	0	0
SETD5	0.466553692169956	0.541333942903633	0.494007630360509
VASN	0.498834195827024	0.511640152967195	0.489687579245619
FAM83B	0	0	0
THAP9	0.36128874379772	0.619964150474853	0.54296133421079
OR2C1	0	0	0
RNF187	0.505402992042914	0.462263567202224	0.534083961670827
HOOK3	0.486945534648376	0.529180849272871	0.484702687141537
MAPK1IP1L	0.509827274471869	0.479136978368741	0.511481192565929
DDIT4	0.550011398367116	0.445096874480428	0.50864076168903
RBPJ	0.50024195918781	0.508986428041731	0.490880945537564
LMBRD1	0.493743443116977	0.488701500739647	0.517877573844753
ZCCHC4	0.479856529619942	0.604734902490872	0.426324087085
PTGDR	0	0	1393499545.08907
TTC39C	0.803646217004365	0.557638591681891	0.244446505556499
GLYCTK	0.27697380196881	0.709107871283509	0.582784365435907
GNG4	648397474.583773	0	0
UBTD2	0.487230805983333	0.594574097830046	0.427586996444777
POLR2J3_ENSG00000168255	0.474782036512363	0.517562739875046	0.508335757530742
NKIRAS2	0.486405420193611	0.4811027631247	0.533593111439513
DNAJC7	0.492783290959564	0.512558111231767	0.494815730597961
KCNV2	0	0	0
IRF2BP2	0.47327789832133	0.535612798617597	0.4924580031015
PTF1A	648397474.583773	0	0
NT5DC2	0.484882553875213	0.521746405244186	0.493860944056025
FOXI1	0	0	0
SMIM4	0.499152733090501	0.461803397264981	0.541140665018691
COA6	0.493771793723697	0.478693988186106	0.528394697464665
KIF5C	0.423461188359603	0.54663912291704	0.536278240128098
MGAT2	0.522333800168108	0.435452532650301	0.546863576000743
BMI1	0.474243716654897	0.523798512883596	0.502784596600899
THAP11	0.503232798565148	0.492941306870953	0.503876211456521
MMADHC	0.520873593453596	0.458370578487925	0.522565054688692
PDHB	0.503333355681285	0.497803619455769	0.498874481789446
PXK	0.501156246636497	0.530137248503437	0.469916658226322
H1-4	0.455562931417773	0.5866633542399	0.464713948109674
PCMTD1	0.480214414381203	0.542490228243367	0.479027666699331
KCTD6	0.522364522460818	0.461508922174852	0.517674663190609
MPLKIP	0.503129731163892	0.475829934241429	0.52175366210227
ACOX2	0.551440866116657	0.457129832146466	0.49441705671059
FAM107A	0.504051183057221	0.496952153203649	0.499014429067719
IRF2	0.483757132895282	0.475433719033665	0.542570835695625
MOBP	648397474.583773	0	0
CX3CR1	0.785171597676672	0	1.27360694315412
PPDPFL	0	0	0
XIRP1	648397474.583773	0	0
INSM2	0	0	0
DEGS2	0	0	1393499545.08907
SCN11A	0.792142182715312	1.26239962999349	0
ARF4	0.521971942323611	0.47622768391735	0.502504562067965
SEPTIN2	0.49141726588082	0.503833983986442	0.504823376441684
FILIP1L	0.505518313746514	0.508059855336729	0.486605814096134
MFSD2A	0.601730854482543	0.45170381185751	0.455965131174855
DTYMK	0.513502612833346	0.466601175401353	0.521069102683783
TAP1	0.583605150216988	0.430490195382072	0.493722494706731
ING5	0.460200742466319	0.563317675853112	0.480390598845624
ATG4B	0.477293984736933	0.505088978389129	0.518201449036827
BDKRB2	0.469432379887859	2.13023225618274	0
MLKL	0.506970195730488	0.430398001702384	0.569093262358025
RFWD3	0.5380926525608	0.479980162386224	0.48332877299619
MTNR1A	0	0	0
KCNG4	648397474.583773	0	0
RHOH	1.02919039411163	0	0.971637516543563
KLHL30	0.478741794717425	0.47367530668993	0.549969731878835
COG7	0.50700789660981	0.533451334185782	0.461326556093649
CDC40	0.467412588809486	0.523555792345532	0.510188231041897
STIP1	0.515839393313647	0.472598462566335	0.512338190322001
SCNN1B	0.315298489354106	0.433933871548493	0.843881936760305
HR	1094136264.96447	0	0
TXNDC2	0	0	0
RAB31	0.497109014368311	0.523333255418821	0.480185948383519
REEP4	0.486204955614657	0.484213352851271	0.530484861184034
TNXB	0.532207603069112	0.698315762074808	0.318342419292597
LGI3	0	1381237217.31602	0
SFTPC	0.474782989675774	0.463638493086884	0.565667252294891
BMP1	0.500494641371462	0.51783540882298	0.48209597305969
ATXN2L	0.484131960148963	0.538314827329938	0.478976038320246
PHYHIP	0	0.991200335294351	1.00887778479355
CCDC110	0.352998693905151	0.603108910465178	0.56958015640961
POLR3D	0.499338230267823	0.55506392390432	0.449320097362676
FEN1	0.495424439410531	0.441440035987177	0.568522015976815
CAVIN2	0.53726970723876	0.474394570392858	0.489754437637369
MTCL1	0.492530665934213	0.363666911987567	0.675939891688667
GBX2	0	0	0
HJV	0	0	0
SCGB1D1	0	0	0
HEXIM2	0.519758806480601	0.31438418867541	0.720612776499473
FNTA	0.504453127166599	0.505928614202745	0.489725640032191
SERINC2	0.668640263628788	0	1.49557251248465
MYL1	0	0	0
TRAPPC11	0.437119970294413	0.581400271357921	0.488509681298586
CHRM1	0	0	0
COL3A1	0.540552250514752	0.476649885070476	0.484398537852966
GFRA2	0	0.992742740717499	1.00731031114499
ING2	0.499856547157718	0.527691733994791	0.473432718520293
CDKN2AIP	0.505089308479228	0.473862802880071	0.521842096125373
SNRNP48	0.444984082441373	0.559305541857773	0.500060624305777
TMEM223	0.497918598721488	0.514039601108301	0.488267373762292
SLC20A2	0.484714365170873	0.533244383940616	0.483111746046898
DYNLRB2	0.540096387854776	0.24398067300554	0.828758757625527
TMUB2	0.490473036926465	0.470593008891946	0.540655739820224
ADAM29	648397474.583773	0	0
STAT3	0.528773543993465	0.479932633446861	0.49214879564225
ZSWIM1	0.574824141959618	0.649544237799682	0.31790435197085
ADAM9	0.493063142517822	0.510908697284407	0.496149061413462
GDNF	0	0	0
MUCL3	0	0	0
WFDC13	0	0	0
AXIN2	0.449517872703845	0.534086855889807	0.519152258252991
NDUFS5	0.536088844922738	0.449811950705991	0.516872099130973
VWA3B	0.465301532679744	0	2.14914400126938
ZNF30	1.87328726661657	0	0.53382095566445
UGT3A2	0	0	0
LRATD2	0.3943207440052	0.555240928426353	0.562945169487045
LDLRAD4	0.63306220229429	0.317828857707228	0.590255983071214
KCTD19	0.527609087413333	1.89534263616732	0
SLC16A4	0.447557695041943	0.488393293424257	0.569080777844337
IL7R	0.677448562128066	0.224583806781974	0.702844846955228
TMEM208	0.503115411476644	0.474681135815532	0.522991702492997
LRP1B	0	0	0
WFDC12	648397474.583773	0	0
AHCYL1	0.483693293830084	0.529720298170854	0.487448957228288
DNAJC21	0.488694171242714	0.53891996484167	0.473917582506914
PKIG	0.502845905440068	0.486381499622151	0.51098258627927
NPNT	0.513486068696579	0.491962473944147	0.494733482032931
LINC01620	0	0	0
CA7	0	0	0
FAM178B	0.309848315306265	0.720875834854889	0.525661536774829
SEMA4C	0.490451272666282	0.532263515747249	0.478342995213712
CNNM3	0.490640047495564	0.587850876888658	0.429868173939257
GSTM4	0.499064841566184	0.436589437740992	0.570291726798144
TET2	0.448271004706047	0.592888338835096	0.46685401664896
CXXC4	0.439036177852714	0.598553318598892	0.47161659928994
TCTN2	0.472153637745451	0.50393067835072	0.524857910188667
SHOX2	648397474.583773	0	0
PPIP5K1	0.512383021314642	0.63194295160458	0.377362433949883
TSPAN5	0.524263649362443	0.440550542919054	0.53901446488255
ABHD15	0.500966861621424	0.537599242070451	0.463275626528248
ZBTB5	0.373917085008846	0.546880825750404	0.598230878430513
CHTF8	0.500465107335508	0.488076179325882	0.511644095601503
ADAL	0.517316121534329	0.509438575602586	0.473961912396687
LCMT2	0.614682048109613	0.5789740619765	0.33804253002512
SNTB2	0.520065446057664	0.561572478448279	0.425001900111969
IL12A	0.407802136533243	0.533606146712596	0.568344512450452
ZNF507	0.407391202988935	0.604492697008237	0.501015701686611
STX18	0.487280403177003	0.528930619743206	0.484604832990834
NSG1	0.792142182715312	1.26239962999349	0
ZBTB49	0.383543029820454	0.587641001863925	0.54475299990629
GFM1	0.483252551815489	0.519817959596011	0.497381583245126
HTR1E	0	0	0
FSTL5	0	0	0
DDX19A	0.476198927195004	0.526266268852022	0.498372350902387
ATOH8	0.534104718802261	0.441287608523054	0.528280906858763
SOX14	0	0	0
ANKRD49	0.45952854960525	0.492254182489361	0.551060617520292
SFTPB	0.481541101693375	0.482138771192019	0.537689125909639
USP39	0.523450829596764	0.487366710176829	0.489721663266306
TNIP2	0.569977636776236	0.456659166782255	0.478096396175013
C2orf68	0.495484538486599	0.543613542784355	0.463079498721544
TMEM150A	0.523125419114026	0.444065815088035	0.536178457543186
RNF181	0.523703884278569	0.440450672976962	0.539699628157096
VAMP5	0.52093558269807	0.444621764680651	0.537781973208149
BTNL3	0	0	0
LRRC28	0.519194883525585	0.522281566672936	0.460178223399967
MAT2A	0.504195280782474	0.497542544915502	0.498279882542061
PLA2G4F	0	0	0
ENHO	0	0	0
ZNF608	0.70019930096649	0.518525376054986	0.327492281062363
SLC35G2	0.487459782556774	0.469628560814738	0.544953020543683
INPP5D	0.785171597676672	0	1.27360694315412
LETM1	0.506028644541388	0.445957131109198	0.551786442070275
CTRB1	0	0	0
CTRB2	648397474.583773	0	0
TMEM129	0.504408325107661	0.483798443275923	0.512079553426128
PPIC	0.521242511344825	0.46657593347369	0.513357841234143
SPRY3	0.270498941423558	0.738462370272993	0.568168231226778
CEP120	0.452284545099448	0.624701913004734	0.436921621646964
STXBP6	0.538865055582757	0.574977002147785	0.398131049089005
TM4SF20	0	0	0
MFF	0.494138692676401	0.492285384840783	0.513763946605615
GRM5	0	0	0
LGALS9	0.473215305505042	0.585656459325817	0.448102268440157
JMJD7-PLA2G4B	0	0.991200335294351	1.00887778479355
CPLX1	648397474.583773	0	0
PXDC1	0.517055772050526	0.542183890461087	0.444257403239609
SIGLEC7	0.884373279117876	0.464984530214007	0.271102660124143
E2F6	0.508722833426056	0.483814265929352	0.507729515674601
FEM1B	0.455512663001811	0.555097815035607	0.492736746244855
COMMD8	0.528531329176868	0.432556600452286	0.543866181258438
ATP5ME	0.510640886696365	0.483337048448041	0.506310638886487
UQCRFS1	0.525341625323513	0.445105575384599	0.532759215551098
SLC49A3	0.528239456203333	0.510577817074542	0.462728334637924
COL4A3	0.3943207440052	0.555240928426353	0.562945169487045
MAP2K1	0.540382100011076	0.435292519723424	0.52884548033644
KLK7	648397474.583773	0	0
HNRNPH1	0.457577481402724	0.556241332730592	0.489522108225823
IRS1	0.471754303523681	0.547804847141807	0.482662160764579
MECP2	0.478895390997057	0.537252881358102	0.485203085750285
VCX3A	0	0	0
UPF3A	0.479479548594666	0.523662535382844	0.497514142098534
ZBBX	0	0	0
ACTBL2	0	0	0
ROR2	0.527609087413333	1.89534263616732	0
AR	0.50673464107949	0.550745782316125	0.44621084508973
DHRSX	0.518265472811538	0.474173685120691	0.508278478373562
VXN	0.255303025124732	3.91691401845093	0
HSPBAP1	0.472822500924276	0.525724407900365	0.50239212226559
ASMTL	0.511852158228577	0.462127874936654	0.527592234273082
SLC25A6	0.524493673504577	0.458258902838163	0.51907528322216
CHST14	0.503084309992016	0.460218829519177	0.538763461679161
PARM1	0.471969636619744	0.529481029450677	0.499651442583947
CSNK1G1	0.449962975747738	0.562915284916434	0.491430375876494
FAM110B	0.502102399177518	0.488419014162354	0.50963310739294
ODAD2	648397474.583773	0	0
AFAP1L2	0.503092599786405	0.522685799325785	0.474990019220028
ZNF354A	0.516324562515093	0.500787866974042	0.483252821983469
ATF5	0.48618553971447	0.456951890361815	0.560617405377387
UBE2V2	0.50048969026604	0.478907664120743	0.521199051127068
ZBTB43	0.485463807445141	0.519118925305202	0.495811861196134
CPT1C	0.378052720819997	0.567195031996618	0.571695197589539
PCSK9	648397474.583773	0	0
XPO6	0.435376240289693	0.580510802030132	0.491175875967301
GSG1L	0	0	1393499545.08907
MN1	0.673941724417273	1.48380781748166	0
APEX2	0.496183100652094	0.423909989881022	0.588963634152939
NSMCE1	0.512164553761783	0.475426980744444	0.513027756777799
CCDC126	0.506784148012397	0.48827224848409	0.505083735703276
IL13	0.186849436202463	0.50459463739798	1.02921130417383
NPIPB12	0	0	0
RAB3B	0.428036830242053	0	2.33624755638278
CD2BP2	0.517917511215124	0.45325394476486	0.531178570710371
RSPO1	0	1381237217.31602	0
RGS14	0.560263966128247	0.426382538295396	0.519736962434101
TBC1D10B	0.443560095259033	0.548618722144199	0.511643924654691
LMAN2	0.514214872041938	0.472776201774956	0.513770867555473
GCSAML	0	0	0
RAB24	0.464084198265103	0.529393031736195	0.508011286373281
PRELID1	0.532693515928406	0.459773654292248	0.509397212259
THBS3	0.487858620466053	0.575553389964266	0.442594473233389
CA5B	0.476411952345505	0.545870167755231	0.479733402755941
SLC50A1	0.547816925519755	0.44499850055905	0.510833005729364
EFNA1	1.2622850958857	0	0.792214059009216
CXCL10	0.934933542438449	0.295300576603271	0.4061438307996
NPIPB3	0	1.48816920714434	0.67196659761498
SH3TC2	648397474.583773	0	0
CXCL11	2313821385.14735	0	0
ZRSR2	0.465922722655196	0.516261847012212	0.519020166360196
NMD3	0.535020717880286	0.459316227629708	0.507634907495314
ADRB2	0.499892261917649	0.576848655433267	0.430391754120747
B3GALNT1	0.556918037632744	0.403650569179111	0.549721077432548
GPRIN1	0	0	0
HSPB3	0	0	0
KCNAB1	0.568922842380275	1.75770759178426	0
MRPL1	0.508780589050749	0.468114037505774	0.524234313953245
SHE	1.39219846715372	0	0.718288392323386
NR0B1	0	0	0
PGM2	0.519678502347574	0.431355590160262	0.554417836083932
STK32A	0.465301532679744	0	2.14914400126938
IL1RAPL1	648397474.583773	0	0
P2RY12	0	0	0
C22orf15	0.688315903015326	0.600787778117278	0.277136988565765
OR5AU1	0	0	0
MINAR1	0	1381237217.31602	0
GP2	0	0	0
SLC33A1	0.478675340480828	0.539999940360335	0.482869114793499
SNUPN	0.499329986360008	0.464974296853814	0.537445443998979
CRADD	0.514555185164031	0.476873308258446	0.509128750800333
SIN3A	0.463715774239172	0.561233447342221	0.478659864058057
ARL13B	0.538821601112896	0.494977917073588	0.467898765607519
RNASE2	1094136264.96447	0	0
ELSPBP1	0	0	0
RNASE3	0	0	0
PTK2	0.500056397931804	0.500948285808765	0.498996589090368
RSPH10B2	0	0	0
PTAFR	0.281437835441108	0.6364648372925	0.643241488853497
PTPN9	0.495448575982874	0.496886249589466	0.507725084502042
RNASE6	0.883634841934198	0.267926845642086	0.469675079368814
NPR1	0.398884149032636	0.931895375580636	0.302900793119496
KCNK9	0	0	0
CXCL8	0.755803537207006	0.362281961198388	0.435960940148418
SCN9A	0.729024327259266	1.37169633695517	0
RASSF6	0	1381237217.31602	0
COL22A1	0	0	0
SDC2	0.507721137273602	0.476669973496524	0.516189898526344
CD52	0.49491285007777	0.475465508407617	0.53066110096767
MMGT1	0.508165722723778	0.513848084502661	0.478470591539576
SPRR1B	0	0	0
SPRR1A	0	0	0
TM2D2	0.525971115532799	0.458277901924454	0.517590581056287
HTRA4	0.310397982027146	0	3.22167042275283
PLEKHA2	0.479041955296999	0.516849116039269	0.504607171196215
CLIC4	0.498363477556237	0.517842556591325	0.484174246224656
SLC38A11	0.405074355457004	0.602260504092239	0.505625793947733
GPR183	1.01726674518899	0	0.983026334194911
CRCT1	0	0	0
CCDC8	0.640141179848344	0.4784349140592	0.400745741739173
METTL15	0.485330654591074	0.498124935404342	0.516879463894658
ZNF280A	0	0	0
MUC15	1094136264.96447	0	0
